39	SCRG_00037	Supercontig_1.1	+	70266	72834	70266	72834	2	70266,71355,	71310,72834,	0	SCRT_00037	cmpl	cmpl	0,0,	PSP1:protein
40	SCRG_00038	Supercontig_1.1	+	72837	73225	72837	73225	1	72837,	73225,	0	SCRT_00038	cmpl	cmpl	0,	SPG3:hypothetical_protein
41	SCRG_00039	Supercontig_1.1	+	73672	74494	73672	74494	1	73672,	74494,	0	SCRT_00039	cmpl	cmpl	0,	LPP1:lipid_phosphate_phosphatase
42	SCRG_00040	Supercontig_1.1	+	75074	76226	75074	76226	1	75074,	76226,	0	SCRT_00040	cmpl	cmpl	0,	SAM2:S-adenosylmethionine_synthetase_2
43	SCRG_00041	Supercontig_1.1	-	76622	78185	76622	78185	1	76622,	78185,	0	SCRT_00041	cmpl	cmpl	0,	PLM2:hypothetical_protein_similar_to_protein_required_for_partitioning_of_the_2-micron_plasmid
45	SCRG_00042	Supercontig_1.1	+	78685	79338	78685	79338	2	78685,79081,	78692,79338,	0	SCRT_00042	cmpl	cmpl	0,1,	RPL37B:ribosomal_protein_L37B
46	SCRG_00043	Supercontig_1.1	-	79468	81709	79468	81709	1	79468,	81709,	0	SCRT_00043	cmpl	cmpl	0,	LCD1:conserved_hypothetical_protein
47	SCRG_00044	Supercontig_1.1	+	82545	83694	82545	83694	1	82545,	83694,	0	SCRT_00044	cmpl	cmpl	0,	SEC20:v-SNARE
48	SCRG_00045	Supercontig_1.1	+	84072	85824	84072	85824	1	84072,	85824,	0	SCRT_00045	cmpl	cmpl	0,	ITR1:myo-inositol_transporter
49	SCRG_00046	Supercontig_1.1	+	86138	88106	86138	88106	1	86138,	88106,	0	SCRT_00046	cmpl	cmpl	0,	PUF6:protein
50	SCRG_00047	Supercontig_1.1	+	88391	91424	88391	91424	1	88391,	91424,	0	SCRT_00047	cmpl	cmpl	0,	VPS3:vacuolar_protein_sorting-associated_protein
51	SCRG_00048	Supercontig_1.1	-	91529	92612	91529	92612	1	91529,	92612,	0	SCRT_00048	cmpl	cmpl	0,	RSM28:mitochondrial_ribosomal_small_subunit_protein
52	SCRG_00049	Supercontig_1.1	-	92956	93325	92956	93325	1	92956,	93325,	0	SCRT_00049	cmpl	cmpl	0,	:conserved_hypothetical_protein
53	SCRG_00050	Supercontig_1.1	-	93670	94618	93670	94618	1	93670,	94618,	0	SCRT_00050	cmpl	cmpl	0,	IZH1:hypothetical_protein_similar_to_membrane_protein_involved_in_zinc_metabolism
54	SCRG_00051	Supercontig_1.1	+	95273	97571	95273	97571	1	95273,	97571,	0	SCRT_00051	cmpl	cmpl	0,	PKH1:serine/threonine-protein_kinase
55	SCRG_00052	Supercontig_1.1	-	97656	98538	97656	98538	1	97656,	98538,	0	SCRT_00052	cmpl	cmpl	0,	SLD5:DNA_replication_complex_GINS_protein
56	SCRG_00053	Supercontig_1.1	+	98760	100356	98760	100356	1	98760,	100356,	0	SCRT_00053	cmpl	cmpl	0,	PAC11:protein
57	SCRG_00054	Supercontig_1.1	+	100566	101190	100566	101190	1	100566,	101190,	0	SCRT_00054	cmpl	cmpl	0,	RIB3:3,4-dihydroxy-2-butanone_4-phosphate_synthase
58	SCRG_00055	Supercontig_1.1	+	101426	102113	101426	102113	1	101426,	102113,	0	SCRT_00055	cmpl	cmpl	0,	VPS60:vacuolar_protein_sorting-associated_protein
59	SCRG_00056	Supercontig_1.1	+	102339	104724	102339	104724	1	102339,	104724,	0	SCRT_00056	cmpl	cmpl	0,	VPS72:vacuolar_protein_sorting_protein_72
60	SCRG_00057	Supercontig_1.1	-	104861	106784	104861	106784	1	104861,	106784,	0	SCRT_00057	cmpl	cmpl	0,	VPS52:vacuolar_protein_sorting_protein_52
61	SCRG_00058	Supercontig_1.1	-	107064	108390	107064	108390	1	107064,	108390,	0	SCRT_00058	cmpl	cmpl	0,	KRE2:alpha-1,2-mannosyltransferase
62	SCRG_00059	Supercontig_1.1	+	108708	109113	108708	109113	1	108708,	109113,	0	SCRT_00059	cmpl	cmpl	0,	CWC21:pre-mRNA_splicing_factor
63	SCRG_00060	Supercontig_1.1	+	109296	110994	109296	110994	1	109296,	110994,	0	SCRT_00060	cmpl	cmpl	0,	PHO8:repressible_alkaline_phosphatase
64	SCRG_00061	Supercontig_1.1	-	111177	112146	111177	112146	1	111177,	112146,	0	SCRT_00061	cmpl	cmpl	0,	DIG2:MAP_kinase-associated_protein
65	SCRG_00062	Supercontig_1.1	+	112670	114332	112670	114332	1	112670,	114332,	0	SCRT_00062	cmpl	cmpl	0,	PEX29:peroxin
66	SCRG_00063	Supercontig_1.1	-	114376	114970	114376	114970	1	114376,	114970,	0	SCRT_00063	cmpl	cmpl	0,	SNM1:RNase_MRP_protein_component
67	SCRG_00064	Supercontig_1.1	-	115273	117178	115273	117178	1	115273,	117178,	0	SCRT_00064	cmpl	cmpl	0,	SNF1:carbon_catabolite_derepressing_protein_kinase
68	SCRG_00065	Supercontig_1.1	+	118419	119091	118419	119091	1	118419,	119091,	0	SCRT_00065	cmpl	cmpl	0,	:conserved_hypothetical_protein
69	SCRG_00066	Supercontig_1.1	+	119453	122081	119453	122081	1	119453,	122081,	0	SCRT_00066	cmpl	cmpl	0,	:conserved_hypothetical_protein
70	SCRG_00067	Supercontig_1.1	+	123693	125100	123693	125100	1	123693,	125100,	0	SCRT_00067	cmpl	cmpl	0,	PRP3:snRNP_from_U4/U6_and_U5_snRNPs
71	SCRG_00068	Supercontig_1.1	-	125376	126225	125376	126225	1	125376,	126225,	0	SCRT_00068	cmpl	cmpl	0,	TRS31:transport_protein_particle_31_kDa_subunit
73	SCRG_00069	Supercontig_1.1	-	126985	127777	126985	127777	2	126985,127746,	127362,127777,	0	SCRT_00069	cmpl	cmpl	1,0,	RPL27B:ribosomal_protein_L27B
74	SCRG_00070	Supercontig_1.1	+	128333	129839	128333	129839	1	128333,	129839,	0	SCRT_00070	cmpl	cmpl	0,	UGO1:conserved_hypothetical_protein
75	SCRG_00071	Supercontig_1.1	-	130008	130533	130008	130533	1	130008,	130533,	0	SCRT_00071	cmpl	cmpl	0,	SDC1:compass_component
76	SCRG_00072	Supercontig_1.1	+	130846	131518	130846	131518	1	130846,	131518,	0	SCRT_00072	cmpl	cmpl	0,	TLG1:T-SNARE_affecting_a_late_Golgi_compartment_protein_1
77	SCRG_00073	Supercontig_1.1	-	131732	134426	131732	134426	1	131732,	134426,	0	SCRT_00073	cmpl	cmpl	0,	PKH3:conserved_hypothetical_protein
78	SCRG_00074	Supercontig_1.1	+	134972	136208	134972	136208	1	134972,	136208,	0	SCRT_00074	cmpl	cmpl	0,	RMT2:arginine_methyltransferase
79	SCRG_00075	Supercontig_1.1	-	136370	140675	136370	140675	1	136370,	140675,	0	SCRT_00075	cmpl	cmpl	0,	SPP41:protein
80	SCRG_00076	Supercontig_1.1	-	141174	142731	141174	142731	1	141174,	142731,	0	SCRT_00076	cmpl	cmpl	0,	STP1:zinc_finger_protein
81	SCRG_00077	Supercontig_1.1	-	143033	143474	143033	143474	1	143033,	143474,	0	SCRT_00077	cmpl	cmpl	0,	MRPL28:60S_ribosomal_protein_L28,_mitochondrial_precursor
82	SCRG_00078	Supercontig_1.1	+	143780	144020	143780	144020	1	143780,	144020,	0	SCRT_00078	cmpl	cmpl	0,	:predicted_protein
83	SCRG_00079	Supercontig_1.1	-	144264	144372	144264	144372	1	144264,	144372,	0	SCRT_00079	cmpl	cmpl	0,	MFA1:a-factor_mating_pheromone_precursor
84	SCRG_00080	Supercontig_1.1	-	144775	145738	144775	145738	1	144775,	145738,	0	SCRT_00080	cmpl	cmpl	0,	TFB3:RNA_polymerase_II_transcription_factor_B_subunit_3
85	SCRG_00081	Supercontig_1.1	+	146105	147227	146105	147227	1	146105,	147227,	0	SCRT_00081	cmpl	cmpl	0,	:palmitoyltransferase
86	SCRG_00082	Supercontig_1.1	+	147502	149491	147502	149491	1	147502,	149491,	0	SCRT_00082	cmpl	cmpl	0,	:conserved_hypothetical_protein
88	SCRG_00083	Supercontig_1.1	-	149955	159220	149955	159220	2	149955,152518,	152244,159220,	0	SCRT_00083	cmpl	cmpl	0,0,	TOM1:E3_ubiquitin_protein_ligase
89	SCRG_00084	Supercontig_1.1	-	159626	161525	159626	161525	1	159626,	161525,	0	SCRT_00084	cmpl	cmpl	0,	NHX1:Na+/H+_exchanger
90	SCRG_00085	Supercontig_1.1	+	162182	162743	162182	162743	1	162182,	162743,	0	SCRT_00085	cmpl	cmpl	0,	GUK1:guanylate_kinase
91	SCRG_00086	Supercontig_1.1	+	163347	163935	163347	163935	1	163347,	163935,	0	SCRT_00086	cmpl	cmpl	0,	TSA2:peroxiredoxin
92	SCRG_00087	Supercontig_1.1	-	164110	166132	164110	166132	1	164110,	166132,	0	SCRT_00087	cmpl	cmpl	0,	PPN1:vacuolar_endopolyphosphatase
93	SCRG_00088	Supercontig_1.1	+	166828	167887	166828	167887	1	166828,	167887,	0	SCRT_00088	cmpl	cmpl	0,	YHP1:homeobox_protein
95	SCRG_00089	Supercontig_1.1	-	168214	169088	168214	169088	2	168214,169041,	168606,169088,	0	SCRT_00089	cmpl	cmpl	2,0,	RPS18B:ribosomal_protein_S18B
96	SCRG_00090	Supercontig_1.1	+	170109	171429	170109	171429	1	170109,	171429,	0	SCRT_00090	cmpl	cmpl	0,	UTP6:U3_small_nucleolar_RNA-associated_protein_6
97	SCRG_00091	Supercontig_1.1	-	171654	172956	171654	172956	1	171654,	172956,	0	SCRT_00091	cmpl	cmpl	0,	ADA2:transcriptional_adapter_2
98	SCRG_00092	Supercontig_1.1	+	173783	174189	173783	174189	1	173783,	174189,	0	SCRT_00092	cmpl	cmpl	0,	RPS17B:ribosomal_protein_S17B
99	SCRG_00093	Supercontig_1.1	-	174390	175296	174390	175296	1	174390,	175296,	0	SCRT_00093	cmpl	cmpl	0,	ECM11:extracellular_matrix_protein_11
100	SCRG_00094	Supercontig_1.1	-	176333	178394	176333	178394	1	176333,	178394,	0	SCRT_00094	cmpl	cmpl	0,	:conserved_hypothetical_protein
101	SCRG_00095	Supercontig_1.1	+	178745	182999	178745	182999	1	178745,	182999,	0	SCRT_00095	cmpl	cmpl	0,	SSN2:suppressor_of_RNA_polymerase_B
102	SCRG_00096	Supercontig_1.1	+	183616	184159	183616	184159	1	183616,	184159,	0	SCRT_00096	cmpl	cmpl	0,	APT2:adenine_phosphoribosyltransferase_2
103	SCRG_00097	Supercontig_1.1	-	184437	186183	184437	186183	1	184437,	186183,	0	SCRT_00097	cmpl	cmpl	0,	DOT1:histone-lysine_N-methyltransferase
104	SCRG_00098	Supercontig_1.1	-	187954	188995	187954	188995	1	187954,	188995,	0	SCRT_00098	cmpl	cmpl	0,	LRS4:conserved_hypothetical_protein
105	SCRG_00099	Supercontig_1.1	-	189287	190397	189287	190397	1	189287,	190397,	0	SCRT_00099	cmpl	cmpl	0,	:conserved_hypothetical_protein
106	SCRG_00100	Supercontig_1.1	-	190899	191319	190899	191319	1	190899,	191319,	0	SCRT_00100	cmpl	cmpl	0,	GPI19:subunit_of_the_GPI-GlcNAc_transferase
107	SCRG_00101	Supercontig_1.1	-	191720	193850	191720	193850	1	191720,	193850,	0	SCRT_00101	cmpl	cmpl	0,	PPZ2:serine/threonine-protein_phosphatase_PP-Z2
108	SCRG_00102	Supercontig_1.1	+	194701	195685	194701	195685	1	194701,	195685,	0	SCRT_00102	cmpl	cmpl	0,	PPM1:hypothetical_protein_similar_to_carboxyl_methyl_transferase
109	SCRG_00103	Supercontig_1.1	-	195832	197434	195832	197434	1	195832,	197434,	0	SCRT_00103	cmpl	cmpl	0,	GPI17:GPI_transamidase_component
110	SCRG_00104	Supercontig_1.1	-	198650	199892	198650	199892	1	198650,	199892,	0	SCRT_00104	cmpl	cmpl	0,	NPL3:nucleolar_protein_NOP3
111	SCRG_00105	Supercontig_1.1	+	200204	203171	200204	203171	1	200204,	203171,	0	SCRT_00105	cmpl	cmpl	0,	CYM1:metalloprotease
112	SCRG_00106	Supercontig_1.1	+	203373	204195	203373	204195	1	203373,	204195,	0	SCRT_00106	cmpl	cmpl	0,	TIF35:eukaryotic_translation_initiation_factor_3_RNA-binding_subunit
113	SCRG_00107	Supercontig_1.1	+	204435	205218	204435	205218	1	204435,	205218,	0	SCRT_00107	cmpl	cmpl	0,	:conserved_hypothetical_protein
114	SCRG_00108	Supercontig_1.1	-	205291	206470	205291	206470	1	205291,	206470,	0	SCRT_00108	cmpl	cmpl	0,	RPN9:26S_proteasome_regulatory_subunit
115	SCRG_00109	Supercontig_1.1	-	206734	208609	206734	208609	1	206734,	208609,	0	SCRT_00109	cmpl	cmpl	0,	SNX41:sorting_nexin-41
118	SCRG_00110	Supercontig_1.1	+	208831	209283	208831	209283	3	208831,208952,209055,	208856,208975,209283,	0	SCRT_00110	cmpl	cmpl	0,1,0,	DYN2:dynein_light_chain
119	SCRG_00111	Supercontig_1.1	+	209397	210624	209397	210624	1	209397,	210624,	0	SCRT_00111	cmpl	cmpl	0,	CAD1:basic_leucine_zipper_transcription_factor
120	SCRG_00112	Supercontig_1.1	+	210755	213344	210755	213344	1	210755,	213344,	0	SCRT_00112	cmpl	cmpl	0,	SIP1:protein
121	SCRG_00113	Supercontig_1.1	-	213783	216633	213783	216633	1	213783,	216633,	0	SCRT_00113	cmpl	cmpl	0,	ARO80:transcriptional_activator
122	SCRG_00114	Supercontig_1.1	-	217000	219706	217000	219706	1	217000,	219706,	0	SCRT_00114	cmpl	cmpl	0,	HKR1:Hansenula_MRAKII_killer_toxin-resistant_protein_1
123	SCRG_00115	Supercontig_1.1	-	224015	225911	224015	225911	1	224015,	225911,	0	SCRT_00115	cmpl	cmpl	0,	RAD30:DNA_polymerase_eta
124	SCRG_00116	Supercontig_1.1	-	226974	227469	226974	227469	1	226974,	227469,	0	SCRT_00116	cmpl	cmpl	0,	RPL12B:ribosomal_protein_L12B
125	SCRG_00117	Supercontig_1.1	-	228076	230653	228076	230653	1	228076,	230653,	0	SCRT_00117	cmpl	cmpl	0,	SYF1:conserved_hypothetical_protein
126	SCRG_00118	Supercontig_1.1	+	230923	232045	230923	232045	1	230923,	232045,	0	SCRT_00118	cmpl	cmpl	0,	:conserved_hypothetical_protein
127	SCRG_00119	Supercontig_1.1	+	232398	233484	232398	233484	1	232398,	233484,	0	SCRT_00119	cmpl	cmpl	0,	ERD1:protein
128	SCRG_00120	Supercontig_1.1	-	233687	234392	233687	234392	1	233687,	234392,	0	SCRT_00120	cmpl	cmpl	0,	:conserved_hypothetical_protein
129	SCRG_00121	Supercontig_1.1	+	234690	235713	234690	235713	1	234690,	235713,	0	SCRT_00121	cmpl	cmpl	0,	DFM1:conserved_hypothetical_protein
130	SCRG_00122	Supercontig_1.1	+	235993	236710	235993	236710	1	235993,	236710,	0	SCRT_00122	cmpl	cmpl	0,	STE14:protein-S-isoprenylcysteine_O-methyltransferase
131	SCRG_00123	Supercontig_1.1	-	236967	239679	236967	239679	1	236967,	239679,	0	SCRT_00123	cmpl	cmpl	0,	SIZ1:conserved_hypothetical_protein
132	SCRG_00124	Supercontig_1.1	+	240225	240867	240225	240867	1	240225,	240867,	0	SCRT_00124	cmpl	cmpl	0,	ADE8:glycinamide_ribotide_transformylase
133	SCRG_00125	Supercontig_1.1	+	241146	245017	241146	245017	1	241146,	245017,	0	SCRT_00125	cmpl	cmpl	0,	TRS120:conserved_hypothetical_protein
135	SCRG_00126	Supercontig_1.1	-	245292	250243	245292	250243	2	245292,246985,	246266,250243,	0	SCRT_00126	cmpl	cmpl	0,0,	PDR15:ATP-dependent_permease
136	SCRG_00127	Supercontig_1.1	-	251017	251806	251017	251806	1	251017,	251806,	0	SCRT_00127	cmpl	cmpl	0,	MRP20:60S_ribosomal_protein_L41,_mitochondrial_precursor
137	SCRG_00128	Supercontig_1.1	+	252281	252794	252281	252794	1	252281,	252794,	0	SCRT_00128	cmpl	cmpl	0,	RPB7:RNA_polymerase_II_dissociable_subunit
138	SCRG_00129	Supercontig_1.1	-	253245	254853	253245	254853	1	253245,	254853,	0	SCRT_00129	cmpl	cmpl	0,	DIT1:spore_wall_maturation_protein
139	SCRG_00130	Supercontig_1.1	+	255752	257219	255752	257219	1	255752,	257219,	0	SCRT_00130	cmpl	cmpl	0,	DIT2:cytochrome_P450-
140	SCRG_00131	Supercontig_1.1	-	257374	258394	257374	258394	1	257374,	258394,	0	SCRT_00131	cmpl	cmpl	0,	URH1:uridine_nucleosidase
141	SCRG_00132	Supercontig_1.1	-	258726	259389	258726	259389	1	258726,	259389,	0	SCRT_00132	cmpl	cmpl	0,	HPT1:hypoxanthine_guanine_phosphoribosyltransferase
142	SCRG_00133	Supercontig_1.1	-	260057	261986	260057	261986	1	260057,	261986,	0	SCRT_00133	cmpl	cmpl	0,	UTP5:U3_small_nucleolar_RNA-associated_protein_5
144	SCRG_00134	Supercontig_1.1	+	262558	263088	262558	263088	2	262558,262687,	262595,263088,	0	SCRT_00134	cmpl	cmpl	0,1,	NCB2:hypothetical_protein_similar_to_Ncb2p
145	SCRG_00135	Supercontig_1.1	-	263301	266133	263301	266133	1	263301,	266133,	0	SCRT_00135	cmpl	cmpl	0,	SXM1:hypothetical_protein_similar_to_Sxm1p
146	SCRG_00136	Supercontig_1.1	-	266492	267776	266492	267776	1	266492,	267776,	0	SCRT_00136	cmpl	cmpl	0,	RPT3:26S_protease_regulatory_subunit_6B
147	SCRG_00137	Supercontig_1.1	-	268188	269556	268188	269556	1	268188,	269556,	0	SCRT_00137	cmpl	cmpl	0,	SHE9:sensitive_to_high_expression_protein_9,_mitochondrial_precursor
148	SCRG_00138	Supercontig_1.1	-	269750	270761	269750	270761	1	269750,	270761,	0	SCRT_00138	cmpl	cmpl	0,	SPT3:protein
149	SCRG_00139	Supercontig_1.1	+	271400	272096	271400	272096	1	271400,	272096,	0	SCRT_00139	cmpl	cmpl	0,	:conserved_hypothetical_protein
150	SCRG_00140	Supercontig_1.1	+	272609	274517	272609	274517	1	272609,	274517,	0	SCRT_00140	cmpl	cmpl	0,	UBA2:hypothetical_protein_similar_to_Pip2p
151	SCRG_00141	Supercontig_1.1	-	274958	276920	274958	276920	1	274958,	276920,	0	SCRT_00141	cmpl	cmpl	0,	SAC7:GTPase_activating_protein_for_RHO1
152	SCRG_00142	Supercontig_1.1	-	277826	279272	277826	279272	1	277826,	279272,	0	SCRT_00142	cmpl	cmpl	0,	RVS167:cytoskeletal_protein
153	SCRG_00143	Supercontig_1.1	+	279636	281301	279636	281301	1	279636,	281301,	0	SCRT_00143	cmpl	cmpl	0,	:conserved_hypothetical_protein
154	SCRG_00144	Supercontig_1.1	-	281478	283374	281478	283374	1	281478,	283374,	0	SCRT_00144	cmpl	cmpl	0,	MUS81:class_II_crossover_junction_endonuclease
155	SCRG_00145	Supercontig_1.1	-	283702	286228	283702	286228	1	283702,	286228,	0	SCRT_00145	cmpl	cmpl	0,	EFT1:translation_elongation_factor_2
156	SCRG_00146	Supercontig_1.1	+	287425	288250	287425	288250	1	287425,	288250,	0	SCRT_00146	cmpl	cmpl	0,	ATO3:transmembrane_protein
157	SCRG_00147	Supercontig_1.1	+	288780	289494	288780	289494	1	288780,	289494,	0	SCRT_00147	cmpl	cmpl	0,	NKP1:hypothetical_protein_similar_to_non-essential_kinetochore_protein
158	SCRG_00148	Supercontig_1.1	-	289635	289965	289635	289965	1	289635,	289965,	0	SCRT_00148	cmpl	cmpl	0,	RPP2B:ribosomal_protein_P2B
160	SCRG_00149	Supercontig_1.1	+	290602	291138	290602	291138	2	290602,290822,	290628,291138,	0	SCRT_00149	cmpl	cmpl	0,2,	:conserved_hypothetical_protein
162	SCRG_00150	Supercontig_1.1	-	291451	292895	291451	292895	2	291451,292610,	291844,292895,	0	SCRT_00150	cmpl	cmpl	0,0,	YRA1:RNA_annealing_protein
163	SCRG_00151	Supercontig_1.1	-	293330	295235	293330	295235	1	293330,	295235,	0	SCRT_00151	cmpl	cmpl	0,	ARO10:transaminated_amino_acid_decarboxylase
164	SCRG_00152	Supercontig_1.1	+	295935	296172	295935	296172	1	295935,	296172,	0	SCRT_00152	cmpl	cmpl	0,	:conserved_hypothetical_protein
165	SCRG_00153	Supercontig_1.1	-	296259	299286	296259	299286	1	296259,	299286,	0	SCRT_00153	cmpl	cmpl	0,	RGA2:rho-GTPase_Activating_protein
166	SCRG_00154	Supercontig_1.1	+	299843	300101	299843	300101	1	299843,	300101,	0	SCRT_00154	cmpl	cmpl	0,	LSM6:conserved_hypothetical_protein
167	SCRG_00155	Supercontig_1.1	-	300539	300842	300539	300842	1	300539,	300842,	0	SCRT_00155	cmpl	cmpl	0,	ATP17:ATP_synthase_subunit_f
168	SCRG_00156	Supercontig_1.1	-	301152	302631	301152	302631	1	301152,	302631,	0	SCRT_00156	cmpl	cmpl	0,	ARH1:hypothetical_protein_similar_to_Arh1p
169	SCRG_00157	Supercontig_1.1	+	302916	304284	302916	304284	1	302916,	304284,	0	SCRT_00157	cmpl	cmpl	0,	BCS1:mitochondrial_chaperone
170	SCRG_00158	Supercontig_1.1	-	304429	304696	304429	304696	1	304429,	304696,	0	SCRT_00158	cmpl	cmpl	0,	:predicted_protein
171	SCRG_00159	Supercontig_1.1	+	305058	305976	305058	305976	1	305058,	305976,	0	SCRT_00159	cmpl	cmpl	0,	:conserved_hypothetical_protein
172	SCRG_00160	Supercontig_1.1	-	306124	306694	306124	306694	1	306124,	306694,	0	SCRT_00160	cmpl	cmpl	0,	FRQ1:calcium-binding_protein_NCS-1
